topic,quoteText,responseText,quote_stance,response_stance,stance_disagree_agree
abortion,"a fetus is not just a bunch of extra cells , you moron","yes it is it 's organs , which is a bunch of tissue tissue is made of a bunch of cells he probably has a higher level of intelligence then you",-1,+1,0
abortion,only 1 of all abortions in the united states are a result of rape or incest,even if you were raped it still the killing of a living human being still wrong,-1,-1,1
abortion,"i 'll be more blunt it is n't your responsibility to teach others moral lessons that involve contracting fatal diseases , or ruining their lives such behaviour is vindictive and arrogant that is your subjective opinion , i on the other hand disagree i think my 'lesson' is entirely valid personal responsibility is very important it is n't arbitrary it aligns with law what law , of which nation \? besides laws can be changed being against killing is n't much of an argument we kill every day as far as i and anyone who has ever looked at a foetus is concerned , killing a foetus is little different from killing an apple when you made cider utterly ridiculous an apple is a fruit and is not a multi cellular organism , such as a human foetus i do not kill human foetuses everyday and that is what we are discussing not apples or plums or oranges lol","utter unsubstantiated nonsense or bullsh t as you americans say unless of course you know something most neurologists and other medical scientists do not \? what does it mean to feel \? beyond simple taxis and kinesis what is there to the experience \? there are emotional consequences for the stimuli , there is introspection towards the stimuli , there is the actual feeling itself , and there may be long term memory of the event i do not believe it possible that a foetus has developed all of these aspects of feeling yet , when an infant appears to lack them except in the most rudimentary stages",-1,+1,0
abortion,"1 the comparison is a bad one neither moss nor lady bugs have human dna a human fetus has a distinct human dna code from its mother the complexity of an organism during development does not affect what it is a child is less complex than an adult , but both are human 2 from the same place they performed life or death abortions before the hospital or doctor 's office abortion has always been legal in life or death cases 3 look over at my post on the other side of the debate and refute those points , please it 's not well established that it 's not murder truth is not relative to our current laws 4 laws are put in place with punishments attached to keep people from doing those acts laws will never stop those who flaunt them , only punish those who are caught that should not stop laws from being in place 5 again refer to my points","1 my fingernails and hair have human dna as well 2 inconsequential 3 it is well established that it is not murder by the scientific community it is only misguided feelings which insist it is murder it is not though 4 no , the purpose of laws is not to punish that is a misconception the purpose of law is to guarantee freedoms , rehabilitate , and remove dangerous individuals from society 5 you are stating the same boring points cited over , and over , and over by others on all of these debates you 've not said anything new",-1,+1,0
abortion,"do you think abortion is going to make people more responsible exactly where in my post did i write anything that sounded even remotely like this \? \? \? i am not just out here throwing stuff because i want to hmm did n't say anything about this either i am here because i believe it is wrong always a great way to justify a position do you want to know how abortion came into effect \? no i do n't care not even a little bit but since you went through the trouble of telling me anyway nope , still do n't care this is debating not about silly preferences no , you 're debating about your silly preferences not getting an abortion is your preference and you 're debating about it , also it is silly therefore , you are debating about your silly preferences if it was would it be a national controversy \? ah , you 're right there 's no way something could be both stupid and controversial would you say that to a district attorney that he is childish because of what he believes in too \? would you say to a pregnant mother that she must keep her unwanted child because your morality dictates it \? really , what 's with the appeal to authority sayyad \? do you think i care what some hypothetical district attorney thinks \? do you think a district attorney ca n't be stupid \?","oh and one more thing since you are on a debating website then maybe you should read up on the rules of debating especially about the part that said if you do n't have facts to support your claims then what it the purpose of that debate and as i said to my opposing team in the last face to face debate which lasted for 5 hours in two weeks and was based on abortion , don't tell me what you think because what you think might be different from what the facts portray",+1,-1,0
abortion,"life does begin at conception once a sperm and an egg meet , that entity has the potential to become a human being just like you and me how is that an abandonment of logic \?","it is life , this is true , but it is not a human being you said yourself , it has 'potential' to be a human being , and i agree , but this alone does not make it a human being until a certain stage in the pregnancy the abandonment of logic is to consider it more then just a potential human being",-1,+1,0
abortion,"no , wit does not mean killing a child it means killing a zygote that has no conscious thought arguments against abortion use scare tactics like killing cute babies in their mother 's arms this is not what abortion is abortion is an escape route for people who have no other choice but to not have a baby you kamranw forget the situation of the mother 's death also , yes a child that was born because of a traumatic indecent such as rape would be treated differently also , what about the mother 's career or in some cases the mother 's education should that be ruined because of the inability for this escape","help me with something here , are you saying that a career and education are more important than the life of a child \? also , were you ever a zygote that had no conscious though \? than you would have to agree that if your mother had an abortion it would 've killed you , not something else , but you are n't you glad your mother put your life before hers \?",+1,-1,0
abortion,"even the devil can quote scripture for his own purposes you do not have the original , therefore everything you have written could completely botched up it 's just like a long game of telephone i do not have a whole loving family , i am a foster kid , i would choose life over death an infinite amount of times killing a foetus is like killing a doll , really \? since when did the world become so insensitive to teach someone to refer to an act such as abortion , as killing a doll if a girl open 's her legs she better be damn well ready to open them again nine months later if she is raped she can give her baby to a family that want 's it yeah i know it has already been stated that there is enough orphan 's in the world , but you know what , i dare you to be the one to cut that baby from her , you be the one to watch it as it dies , if it isnt alive then why bother \? we can only see thing 's as human if they breathe talk and walk \? abortion is never right , but it is sometimes understandable i would laugh my head off if we had come to find out that we killed some genius who would cure cancer in an abortion","even the devil can quote scripture for his own purposes you do not have the original , therefore everything you have written could completely botched up it 's just like a long game of telephone you just precluded your ability to quote scripture for this debate i do not have a whole loving family , i am a foster kid , i would choose life over death an infinite amount of times the point is that it is n't a choice that you make you are able to process the decision now because you have a mind a foetus has no mind it is n't complete , it cannot think like you can killing a foetus is like killing a doll , really \? since when did the world become so insensitive to teach someone to refer to an act such as abortion , as killing a doll it 's basic biology a developing brain is less sophisticated than an adult one , or child one you take for granted this fact , that the brain develops in stages and each stage has limitations before the progression to the next an infant cannot understand abstract concepts a child cannot understand sexuality a foetus is not aware like we could consider it it is n't a child agonising over death if a girl open 's her legs she better be damn well ready to open them again nine months later if you have nothing well thought out to say , then do not speak this is a debate and thoughtless statements are not appreciated also , learn your place you have no possession of the female gender theirs is not your body to command over and their life is not yours to play fate with if she is raped she can give her baby to a family that want 's it yeah i know it has already been stated that there is enough orphan 's in the world , but you know what , i dare you to be the one to cut that baby from her , you be the one to watch it as it dies , if it isnt alive then why bother \? a child needs love , attention , and it needs to be wanted children who are neglected and abused may become criminals they become broken so they resort to crime and display emotional problems family planning allows us to prevent unwanted children from entering the world i feel nothing towards foetal death it is n't a baby a baby 's death is lamentable because of wasted innocence a foetus dying has no bitterness because it is n't a person , but a thing which may only be doted upon by those who are not educated enough to know better we can only see thing 's as human if they breathe talk and walk \? abortion is never right , but it is sometimes understandable i would laugh my head off if we had come to find out that we killed some genius who would cure cancer in an abortion what defines humanity is a philosophical question which i assure you has few absolute answers biology suggests that we form in stages , with our minds truly mature in women at her late teenage years , in men at his early twenties this suggests that you are not fully human until that point , for you are still growing into adulthood a simpler definition would be that what defines humanity is our identity we form an identity as we gather memories in this world and reflect upon them to grow in either definition , a foetus is n't fully human because it is still growing and unable to have identity",-1,+1,0
abortion,"sigh yes all of your cum that gets wasted in your dirty sock is potential life that does n't matter though it has nothing to do with the issue at hand what is being aborted is going to be a child , your cum ca n't be a child it 's wasted killing the baby after a certain amount of weeks is painful to the baby if a man kills a pregnant women he is charged with two accounts of murder it seems that your group of cells becomes whatever you want it to be when it is most convinient a born child effects a mother just as much as a baby should all the mothers who think their children are to much of a burden be allowed to kill them \? what if humans layed eggs and all children were born out of an egg would it still be okay to kill them \? your way of thinking would say no it would no longer be okay because it is n't in her body the issue does n't seem to be whether it is a life form or not , but rather where it is and who it is effecting killing someone is wrong that baby is someone abortion is wrong","sigh yes , if you are referring to my potential life argument on the other side , it has everything to do with that specific argument as for yours killing the baby after a certain amount of weeks is painful to the baby and you have proof of this i assume \? oh wait you do n't \? of course not because it is not true if a man kills a pregnant women he is charged with two accounts of murder this law in no way magically makes a fetus any more or less sentient if i made a law that toasters were human , it would not make it so a born child effects a mother just as much as a baby should all the mothers who think their children are to much of a burden be allowed to kill them while listening to you now try to only refer to fetuses as babies , and so then needing to call a child a born child is hilarious , this sentence makes no sense everyone knows a born child should not be killed that is not the issue , it is the cluster of cells within a woman that has no feelings and no personality which is the issue the issue does n't seem to be whether it is a life form or not , but rather where it is and who it is effecting uh , what \? since when \? no , the issue is that it is not a person , and as such only an extension of the woman 's body until about the third trimester , and so she should do with it what she chooses that pre baby thing is not someone at all and there is nothing wrong with abortion",-1,+1,0
abortion,"well , once it is a child , it already is illegal to kill it before the first tri mester it 's a cluster of cells with no more self awareness than a kitchen table so that would n't be killing a child at all and do n't start with the potential bs because by that logic you would also have to outlaw masterbation , and save every ejaculation in a cup separating out the thousands of sperms representing potential life and finding female eggs to inject them in 'course judging by your past arguement , i guess you 'll try anyway","i would go as far as saying that before the fetus can digest milk \( which means it can be sustained without direct connection to the mother via the umbilical cord \) , it is a dependent part of the mother like any other organ and she should have the choice to remove it after that , society could have a say \( because society can theoretically keep it alive with milk \)",+1,+1,1
abortion,why do n't you grow up \? do you think abortion is going to make people more responsible i am not just out here throwing stuff because i want to i am here because i believe it is wrong why do n't you read up on roe vs wade do you want to know how abortion came into effect \? jane roe presented to the supreme court that she was raped and the supreme court agree with her to have an abortion it so turned out that she was never raped but she had consensual sex now she is against abortion that is the story that created the legalization of abortion this is debating not about silly preferences for you it is but not me if it was would it be a national controversy \? i do n't even see a proper reason for your rebuttal except that it is childish would you say that to a district attorney that he is childish because of what he believes in too \?,"do you think abortion is going to make people more responsible exactly where in my post did i write anything that sounded even remotely like this \? \? \? i am not just out here throwing stuff because i want to hmm did n't say anything about this either i am here because i believe it is wrong always a great way to justify a position do you want to know how abortion came into effect \? no i do n't care not even a little bit but since you went through the trouble of telling me anyway nope , still do n't care this is debating not about silly preferences no , you 're debating about your silly preferences not getting an abortion is your preference and you 're debating about it , also it is silly therefore , you are debating about your silly preferences if it was would it be a national controversy \? ah , you 're right there 's no way something could be both stupid and controversial would you say that to a district attorney that he is childish because of what he believes in too \? would you say to a pregnant mother that she must keep her unwanted child because your morality dictates it \? really , what 's with the appeal to authority sayyad \? do you think i care what some hypothetical district attorney thinks \? do you think a district attorney ca n't be stupid \?",-1,+1,0
abortion,"murder is a legal definition it is the unlawful killing of another human being thus abortion is not murder shooting a burglar is taking someone 's life without permission however that is not murder either the right to bodily sovereignty should be absolute what right is more basic that control over our own body you have the right not have an operation , or medical care or drugs you also have the right not to forcible donate blood , or organs , or risk your life to save another all pregnancy carries risks to life and health , the fetus uses the mother 's blood and organs she has a right to stop their use can she abort in the 9th month \? no , but she should have the right to evict she has control of her body , not the fetuses","it 's ironic that a woman can hire someone to kill her unborn , but should she do it herself , be charged with a crime why is this \? the fetus was once recognized as a person in our country but after 1973 it lost its identity and was put up on the chopping block , the bullseye was placed on every unborn fetus 's forehead you talk about bodily sovereignty i would assume you mean the right for a woman to abort at any time during the pregnancy since she certainly keeps her own body throughout the term this means any woman because she has sole ownership of her body can decide what to do with it , even kill in the ninth month am i right \? is that what you are saying \? pregnancy is not dangerous to 99 of those doing it less than 1 of all women getting abortions do it because of health issues and in most case both mother and baby can be saved so most woman abort because of social issues having a baby is a natural thing to do many women do not even go to doctors to be watched and have no problems at all so do n't make the statement that it carries risks above and beyond what pregnancy implies how many woman die a year in childbirth compared to those who have successful pregnancies \? not many you are saying two things in your statement she owns her body , but she does n't can she abort in the 9th month \? no but she should have the right to abort abortion kills if that is what she wants to do , to kill it even in the ninth month , what right do you have then based on what you have said here to deny her the right \?",+1,-1,0
abortion,"this is stupid the simple fact of all of this is let people decide what they want to do with teir bodies , i am so sick of republicans saying no more government then they have these rules which make more decisions for us total hypocrisy you have a right to choose is my stance on everything","i wrote this speech read it and it will answer your questions abortion choose life it begins at conception think about this a girl had an abortion , thinking that the baby wasnt living so it wouldnt matter but , after she had the abortion , she saw what she thought wasnt living , and it actually was the baby was living and she watched it die from then on , she couldnt even live with herself knowing that she killed a living human being this story that i just told you is true a lot of women think that it isnt a baby before they have the abortion , and i will explain to you that abortion is the killing of a living baby well , if life doesnt begin at birth , then when does it begin \? life begins at conception this is a fact , because there is a lot of proof that can back that fact up for example , there is scientific proof and there is biblical proof to further explain what abortion is , i will talk about these important things one , it is spiritually right that life begins at conception , two , how scientifically there is proof that life begins at conception , three , what we can do about the abortions , and finally , why girls get abortions those are all the things that should be thought about , so i will be explaining them , to help you understand them some woman have abortions because of these three things one , they might think that theyre too young to have a baby , two , their boyfriend or spouse makes them have an abortion , three , if they do have the abortion the girls parents would get mad at her the case also might be that she just doesnt want to deal with the baby first , you probably ought to know what abortion is abortion is killing the baby inside you when you are pregnant every year 1 5 million babies are killed by abortion thats 125 , 000 babies killed a month , making it 4 , 000 babies killed each day , or one baby killed every 20 seconds , that is so amazingly awful that is basically one murder happening every 20 seconds how brutal the fact that life begins at conception is spiritually right as it says in the bible jeremiah 1 5 says , before i formed you in the womb , i knew you , before you were born i set you apart the bible says that life begins at conception , meaning that right at conception the baby becomes a living human being there are many bible verses that back up the fact that life begins at conception , like the one i just said that bible verse , jeremiah 1 5 is saying that god intended a unique human being , starting at conception just because you cant see or feel the baby inside of you , doesnt mean its not a baby , and alive and a human being , just like you that is what a lot of people do not think about , even though you really should there also is scientific proof some people may think that life begins at birth , or some people even later , but that is wrong , life begins at conception because of the fact that the baby forms gradually after conception , then conception is the only real point where you can say that the baby is a living human being for example , the heart beat starts gradually , over a period of time so conception is the only exact starting point of life also , dna defines a separate human being , and so when does a person form their own dna \? a person gets their own dna at conception that is a whole lot of proof , so it is just like saying it is a crime to kill a 1 year old , so why isnt it a crime to kill a baby when he or she is still in the mothers womb \? that is a question that probably will go unanswered forever , or they will just say that the baby is not living , which is a complete lie now , what can we do about abortion \? there many things that we can do about abortion if you start supporting this pro life movement then it will keep growing so much then no one will have an abortion hopefully then the abortion clinics will shut down , and the law will have to change but , most importantly you can change the hearts of the people who support abortion , and save the innocent little babies now , how can we stop abortion \? there are many ways to help stop abortion another way is you can donate money to a place like the pregnancy resource center and they will use it to buy an ultrasound machine and to then show the women their babies to try to convince them not to have an abortion you can also write to the president or another government representative , and tell them about all this proof that i have told you , hoping that their hearts will change and then the law in conclusion to all of this , it is spiritually right that life begins at conception , and scientifically there is proof that life begins at conception there are many ways that you can help stop abortion , so i hope that you take a while and do that there are a lot of things wrong with having an abortion , so you really should not have one just remember that god loves the person getting the abortion and the beautiful , innocent little babies thank you and i hope that you have realized that life begins at conception , you should help the pro life movement , and that having an abortion is wrong words 981",+1,-1,0
abortion,"people often try to personalize their pro life argument by saying imagine if your mother had aborted you ! you would n't be here ! well , to that i say i would n't have cared , i would n't have had the capacity to care ! but people believe in reincarnation might say that i 'd be somebody else ! another person ! probably still to the same mother ! who knows but if at the time , she really did n't want to have me , then i say it 's her choice","exactly you would n't have cared , because you could n't have cared you would have never have had the chance to voice your opinion to have your say as you do today",+1,-1,0
abortion,"well if you found out you were pregnant , would you consider it a baby \?",no i would n't consider it a baby i dont consider it a baby until it is living and breathing on its own,-1,+1,0
abortion,"try pricking a newborn with a needle and see if it has feelings , wo n't you \? any creature with a nervous system has feelings , what i am referring to are thoughts and emotions no , you 're wrong here the fetus is considered a parasite it is both , humans maybe parasites for the first nine months of their existence , but they are still human conversely , when a woman chooses to abort the fetus , she is simply disallowing the fetus to continue living within her thus killing a human being the fetus , within the first trimester , is not a person you made the point earlier that unborn babies are not human , but rather parasites unborn babies still fit the definition of parasite regardless of what trimester they 're in do you contend that the unborn baby can be both a parasite and a person at the same time \?","any creature with a nervous system has feelings , what i am referring to are thoughts and emotions are you saying that a new born does not have thoughts and or emotions \? it is both , humans maybe parasites for the first nine months of their existence , but they are still human i did not say that the fetus is not a homo sapien no fair minded person will accuse me of saying such a thing thus killing a human being so \? you have not shown that this is morally wrong in any way you made the point earlier that unborn babies are not human , but rather parasites unborn babies still fit the definition of parasite regardless of what trimester they 're in do you contend that the unborn baby can be both a parasite and a person at the same time \? i said that fetuses are parasites but i did not say that they are not homo sapien get your facts right for example , a tick can both be considered an arthropod and a parasite in any case , you still have n't shown that abortion is morally wrong",-1,+1,0
abortion,"if it is not considered life when the egg is fertilized and is starting to grow , the when does it become a life where is the line between a incomplete mass of cells and a life if a woman miscarries is she wrong to fell like she lost her child oh , and since when does self awareness determine life , a man in a coma is still human","if it is not considered life when the egg is fertilized and is starting to grow , the when does it become a life where is the line between a incomplete mass of cells and a life the best line i can determine is when an offspring becomes self aware , it is considered a life worth protecting since it may be that even an infant is n't fully self aware , we could set the line to when the fetus has a sufficiently developed brain these are all measurable to some extent these are also both good arguments for when a fetus should be protected because they can be defended rationally if a woman miscarries is she wrong to fell like she lost her child no it is a reasonable reaction upon losing a potential life oh , and since when does self awareness determine life , a man in a coma is still human a man in an early coma may regain consciousness a man who is in a permanent coma is just an empty shell , the only rational argument that could be made for keeping that shell alive is if the brain damage could be repaired feasibly in the future otherwise , it is only sentimentality that is making people keep the shell alive edit by the way , i'm matter of fact about these things because i have no emotional attachment to the subject i am not trying to treat this subject flippantly , if it seems that way",-1,+1,0
abortion,well i know the baby could be a mass murderer but most people do not grow up as a mass murderer the chances are slim but you are right it is possible,"it is , but just for the record i do n't think people should get abortions based on that possibility i meant to point out the potential quality of a fetus 's life is not really part of the argument",-1,+1,0
abortion,"potential life does n't matter why should it \? if you could somehow turn every speck of dust into a human being , then every speck of dust could be considered potential life would it then be morally wrong to destroy a speck of dust \? no , of course not , because potential life does n't carry moral weight , only actual life the mother has a choice because 1 \) pregnancy is a pain in the ass 2 \) childbirth is dangerous and 3 \) if she goes through with the pregnancy she will have a human being she will be obligated to care for","pregnancy is a pain in the ass i would be willing to go through tremendous pangs to save a life , as would many others why else do soldiers get injured killed trying to save people from minefields \? childbirth is dangerous just how often to mothers die during childbirth now a days \? if she goes through with the pregnancy she will have a human being she will be obligated to care for two answers to that put the baby up for adoption leave the baby at a firestation if you could somehow turn every speck of dust into a human being , then every speck of dust could be considered potential life potential life \? a fetus is alive , regardless of how developed it is that alone should give it more rights than some damn speck of dust !",+1,-1,0
abortion,"of course it should be banned abortion became legal in america in the 1800s and was banned became illegal when americans got their consciences back through a spiritual revival across the nation at the bare minimum abortion is the taking of one person 's life but when you consider that most people have children and their children have children , it opens a whole nother door regarding the massiveness of just one act of abortion it equals genocide on a massive , massive scale my position is that abortion is unconscionable and should forever be banned and illegal","abortion became legal in america in the 1800s and was banned became illegal when americans got their consciences back through a spiritual revival across the nation what 's funny is that the number of abortions performed were higher when abortion was illegal than when it was legal , and since roe vs wade , abortions have continually decreased , especially since the 80s and , keeping it illegal does n't stop abortions from happening it never has so instead of a legal procedure , being conducted in a safe environment , we 're going to end up with a bunch of illegal abortions , in unsafe and unregulated environments at the bare minimum abortion is the taking of one person 's life at the bare minimum , it 's the destruction of an accumulation of cells depending on the week or trimester , a zygote is not alive ca n't even respond to stimuli , and therefore cannot be murdered or killed but when you consider that most people have children and their children have children , it opens a whole nother door regarding the massiveness of just one act of abortion no , it does n't a zygote is n't a class of people , it is n't even a person yet there are more murders my position is that abortion is unconscionable and should forever be banned and illegal so \? unconscionable does n't mean it should be made illegal",-1,+1,0
abortion,"frankly , anyone has the right to abortion because of free will and liberty , and nobody has the right to tell anyone what to do with their body however , the only problem i have is the definition of fetus and human if it is is n't murder , then why is that when a person murders a pregnant woman , whom is carrying a fetus , is charged with double homicide \? how can that be \? where is the justice \? should n't it be only homicide \? the person did in fact murder only one person because the fetus is not human","quite the contrary most people who murder a pregnant women will get charged only once homicide , the exception being if the woman was pregnant for around 8 months or more",-1,+1,0
abortion,"well you are confusing yourself now because if you are claiming abortion is not right then what is the purpose of your argument \? you never said that it is right i agree but reading from your statement you are supporting the fact that it is right why do n't you care about whether abortion makes people more responsible or not \? is it because you are denying the fact \? the whole purpose of a debate is to justify and prove so i do not know where you got that idea from because again without justification then a debate based on opinion is none but a fruitless debate serving no purpose when we are supposed to educate then convince well remember you said in your first statement that it is my silly preferences if you were using your critical thinking skills you would have been able to realize that i meant you are failing to realize my facts but yet you were criticising me as i was just giving my opinions alone why do you mean how abortion started does not matter whe nit is the origin of the case and the fact that there is a major dispute in the origin itself look at our arguments and would you say that i am worst or you \? who have produced facts and strenght in their arguments and who keep saying not related or does not matter \? me or you \? you are running away from my questions because you yourself knows the truth if you know my name is 99 then tell me what does 99 means on my name \? is that all you can say you came up with it \? because you do not even have facts to justify your position but you are giving mere opinions and to me that does not matter and is irrelevant unless you can prove your opinion really \? but i guess they would love you for deciding that it is right for them \? i do n't want them to be grateful to me , i want that child to be grateful to me a life and a develping human being who are the young people of our society well well i said that to illusrate what true deabting is all about and not what you think if i was a bad debater i would not have lead all of my teams \? would i and end up coming out on the winning end \? because i am portraying to you what a debate is all about and what are the proper ways of responding to an argument you think you are going to convince a group of people by saying you do not care or does not matter if asked something in debate because if that is the cae then you would be a loser in debating you said a district attorney can be stupid or childish so my advice to you is why do n't you try becoming one first and them judge them , and that is if you can ever become one really are you referring to life as in daily activities or the human life because i never know life can change \? if that was the case then the human life could have been altered to different forms well the reaon i called you that is because you are building an argument filled with non supportive inforamtion and i agree i had no right to but then think of all the facts you are runnig from and lastly my friend if you had strong critical thinking skills you could have simply figured out that last night we concluded a debate on hitler and if our information was merely based on opnions rather than facts we would have came out losing instead of winning come on use your head and not only your eyes do i have to explain everything to you \?","well you are confusing yourself now because if you are claiming abortion is not right then what is the purpose of your argument \? you 're so wrapped up in this duality you 've created you have n't even considered that my position is not one of morality i'm not for or against abortion it 's called pro choice not pro abortion you never said that it is right i agree but reading from your statement you are supporting the fact that it is right no , you 've imposed this position on me this is a matter of your prejudice , not my implication why do n't you care about whether abortion makes people more responsible or not \? is it because you are denying the fact \? i do n't care because it does n't matter i have no right to decide what is good and what is not for other people perhaps some people end up more responsible , perhaps some do n't the whole purpose of a debate is to justify and prove so i do not know where you got that idea from because again without justification then a debate based on opinion is none but a fruitless debate serving no purpose when we are supposed to educate then convince to justify and prove , eh \? a debate is a means , the purpose is invented by the individual this is still a debate whether my method is through debunking your conclusion or putting forth my own well remember you said in your first statement that it is my silly preferences if you were using your critical thinking skills you would have been able to realize that i meant you are failing to realize my facts but yet you were criticising me as i was just giving my opinions alone you seem to be under the delusion that one can derive a position from facts without forming an opinion a position without opinion is just facts , a position without facts is just opinion you need both i'm not arguing against the facts , i'm arguing against your stupidity do n't try to shift the blame onto the facts , they ca n't help what they are why do you mean how abortion started does not matter whe nit is the origin of the case because your argument is rooting in morality , mine is rooting in questioning your morality if you disagree with the origins of abortion for the same reason then it makes no difference , you 're still arguing from your personal preferences and the fact that there is a major dispute in the origin itself then start a debate how did abortion originate \? it 's another topic and does n't bare any relevance to this one look at our arguments and would you say that i am worst or you \? you would n't like my answer p who have produced facts and strenght in their arguments and who keep saying not related or does not matter \? me or you \? you are running away from my questions because you yourself knows the truth can you please get through just one sentence with proper grammar \? you can pull up facts until your fingers are worn to stubs it means nothing if they are n't relevant if you know my name is 99 then tell me what does 99 means on my name \? you totally missed the point is that all you can say you came up with it \? because you do not even have facts to justify your position but you are giving mere opinions and to me that does not matter and is irrelevant unless you can prove your opinion are you dyslexic \? that made almost no sense again , look up the term debunking but i guess they would love you for deciding that it is right for them \? again , i 've said no such thing at least try to make relevant arguments i do n't want them to be grateful to me , i want that child to be grateful to me a life and a develping human being who are the young people of our society well well , what a noble man you are placing the value of life above the value of a good life did i say noble \? i meant retarded well well i said that to illusrate what true deabting is all about and not what you think if i was a bad debater i would not have lead all of my teams \? would i and end up coming out on the winning end \? again , either you are a liar or your league is full of idiots \) because i am portraying to you what a debate is all about and what are the proper ways of responding to an argument you think you are going to convince a group of people by saying you do not care or does not matter if asked something in debate because if that is the cae then you would be a loser in debating debating 101 debunking and calling out opponents on non sequiters is how a debate works there 's no need to prove someone else 's abortion is none of my \( or your \) business debunking your reasons for being pro life does that by itself do you understand \? you said a district attorney can be stupid or childish so my advice to you is why do n't you try becoming one first and them judge them , and that is if you can ever become one 1 2 3 lt lt you understand this , right \? well , here 's a line of reasoning almost as simple and easy to comprehend district attorneys are people people can be stupid and childish therefore , district attorneys can be stupid and childish there 's no need to become a district attorney to understand that they are n't infallible really are you referring to life as in daily activities or the human life because i never know life can change \? if that was the case then the human life could have been altered to different forms everything is constantly changing you 're heart pumps fresh blood , your skin falls off and is replaced , sperms turn into zygotes etc etc etc life and death are n't opposites , they 're complementariness well the reaon i called you that is because you are building an argument filled with non supportive inforamtion and i agree i had no right to but then think of all the facts you are runnig from wrong again i'm not building an argument , i'm debunking yours there 's no running here , simply wading through the things you 've said and lastly my friend if you had strong critical thinking skills you could have simply figured out that last night we concluded a debate on hitler and if our information was merely based on opnions rather than facts we would have came out losing instead of winning come on use your head and not only your eyes do i have to explain everything to you \? nothing you just wrote changes that your hitler debate has nothing to do with this debate you could be lying about the whole thing for all i know come on use your head and not only your eyes do i have to explain everything to you \? \)",-1,+1,0
abortion,"anyone who is pro choice is pro abortionthere is no difference they do n't like the label however but its the truth i just got banned from a place because i refused to stop using the term pro abort to describe someone who does not want legal protection for the living human being in the womb this is not a pro life person this is a person who even though they might not get an abortion themselvesis willing to sit by quietly while others kill in the name of choice they are pro aborts i can just see someone at a right to life conventionstanding up and saying i am pro life but believe that women should have the choice to kill they would be laughed out of the room there is no difference between someone who is pro abortion and someone who is pro choicethey want the same thing legalized killing cutting off a piece of skin compared to stopping a beating heart of a human in the womb you think is the same thing \? laughablewo n't even comment you probably no doubt think that killing a bug is the same as killing a human being hey they are both alive right \? yes babies are costly how much did your parents foot the bill for your maintenance \? at least your mother allowed you lifeand you are here debating and defending the rights of other mothersto kill , to take away the rights of others what is it that ronald reagan saidit was so true abortion is advocated only by persons who have themselves been born question i know you are pro abortion do you believe the a woman has the right to kill throughout the entire nine months \? oh i ca n't wait to see just how many rights you give women to own their bodies why is abortion bad you ask \? you said and i quote i think you 'll have to look very hard to find someone who is actually pro abortion , i 've definitely never met someone who openly admits to that it 's pro choice what is wrong with owning the label \? you tell me what is wrong with being called pro abortion \? is there something wrong with abortion ben \? if there isthen why do you support it \? if there is n'twhy is n't the label ok \? lol","ok , i'm amazed you 're actually being this ridiculous about a simple name anyone who is pro choice is pro abortionthere is no difference pro abortion means you want abortions pro choice means you want the choice of abortions there is a big difference i do not like that people get abortions i simply think it 's the lesser evil of two , especially when you look at statistics that show that abortion laws do n't stop abortions , they just stop safe abortions this leads to major risks to both the baby and the mother it 's common for pro lifers to accuse pro choice supporters of being blind to the facts , when it is they who rarely actually consider the women that they 're condemning is there something wrong with abortion ben \? i think it 's bad , i'm asking you why it 's so bad you have n't answered any of my questions , you 've simply said that it 's bad and that it 's the same as pro abort do you believe the a woman has the right to kill throughout the entire nine months \? please talk about questions that are actually up for debate , you 're wasting your time , attacking something that is n't there abortion is advocated only by persons who have themselves been born useless circular rhetoric , sounds clever , but it proves nothing",-1,+1,0
